x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,-0.0315629243850708,-0.09968292713165283,0.005287479909043213,-0.08754462003707886,-0.2001236081123352,-0.0031300584581686053,-0.12822824716567993,-0.2786060571670532,-0.012467993123550514,-0.14185845851898193,-0.3476606011390686,-0.02086341164829264,-0.1242591142654419,-0.20511454343795776,-0.044518230183143714,-0.22448015213012695,-0.17545843124389648,-0.053338100833911994,-0.20330625772476196,-0.13725918531417847,-0.044510597063322166,-0.1718076467514038,-0.13432729244232178,-0.03774110756637583,-0.13314247131347656,-0.1418047547340393,-0.05501753993155489,-0.2317643165588379,-0.11502653360366821,-0.06544762633564005,-0.20831948518753052,-0.08124226331710815,-0.05295586369754801,-0.17830991744995117,-0.080585777759552,-0.046816641165037254,-0.13917934894561768,-0.07065743207931519,-0.06235468171360026,-0.23921990394592285,-0.06355684995651245,-0.07272451899768839,-0.2177337408065796,-0.03270852565765381,-0.05734355158926974,-0.18593525886535645,-0.026168346405029297,-0.04932475618841181,-0.14297878742218018,-0.0011737942695617676,-0.06801452271463404,-0.23054641485214233,0.007703542709350586,-0.07998277775766383,-0.27929139137268066,0.02357661724090576,-0.07947732291938792,-0.3177390992641449,0.03192734718322754,-0.07977130047800074,CALL
0.0,0.0,0.0,-0.030447661876678467,-0.0990532636642456,0.004656841994972183,-0.08542835712432861,-0.20023512840270996,-0.004107611237316178,-0.12603557109832764,-0.2788758873939514,-0.013548296394048975,-0.1401234269142151,-0.3476491868495941,-0.022017438413797663,-0.1221725344657898,-0.2044450044631958,-0.04567183040290956,-0.2231903076171875,-0.17627966403961182,-0.054471886234580325,-0.2025102972984314,-0.1382961869239807,-0.04558232657819872,-0.1712568998336792,-0.13489985466003418,-0.03880078576713686,-0.13079595565795898,-0.1414722204208374,-0.05571745194703226,-0.22999441623687744,-0.11532759666442871,-0.066419108288585,-0.20637553930282593,-0.08229684829711914,-0.054226821737586306,-0.17599785327911377,-0.08188492059707642,-0.04828557975798731,-0.13711684942245483,-0.07067239284515381,-0.0625373036435235,-0.23776918649673462,-0.0639919638633728,-0.0727994576862443,-0.21584069728851318,-0.03366589546203613,-0.05748799674421434,-0.18365663290023804,-0.027447938919067383,-0.04961350418835764,-0.141471266746521,-0.0012467503547668457,-0.06770937748461847,-0.22853130102157593,0.007649064064025879,-0.07961682833939676,-0.2773640751838684,0.0232466459274292,-0.07930489488154535,-0.3160574436187744,0.031241655349731445,-0.07981435068160181,CALL
0.0,0.0,0.0,-0.030331134796142578,-0.09863108396530151,0.00402273200683112,-0.08540326356887817,-0.1994098424911499,-0.005289534942733098,-0.1256808042526245,-0.278373658657074,-0.01516998456560259,-0.1393965482711792,-0.34675511717796326,-0.024034129360245515,-0.12109392881393433,-0.20409643650054932,-0.0473891979991663,-0.2218022346496582,-0.17577552795410156,-0.0573725587665308,-0.20124125480651855,-0.13876253366470337,-0.049020830446409036,-0.1698949933052063,-0.1360154151916504,-0.04246407365195637,-0.12996691465377808,-0.1405910849571228,-0.05756218721859341,-0.2297413945198059,-0.11481249332427979,-0.06918247779600506,-0.20650601387023926,-0.08244180679321289,-0.05676337321989422,-0.17606991529464722,-0.08269530534744263,-0.050593580955194284,-0.13664692640304565,-0.06914025545120239,-0.0646783634065855,-0.2377110719680786,-0.06280326843261719,-0.07580847283594494,-0.2161937952041626,-0.03309112787246704,-0.060407329255269815,-0.18375974893569946,-0.027557551860809326,-0.05237148692600613,-0.14127999544143677,0.0007989406585693359,-0.07023162385218029,-0.2287117838859558,0.0094071626663208,-0.0831538512348402,-0.2780205011367798,0.02502596378326416,-0.08338464041941052,-0.3166414797306061,0.032878100872039795,-0.08420874913923626,CALL
0.0,0.0,0.0,-0.029678285121917725,-0.09960287809371948,0.004532320527459888,-0.08417046070098877,-0.19976961612701416,-0.004363801693443747,-0.12464600801467896,-0.2781275510787964,-0.013728819684956761,-0.138238787651062,-0.34577006101608276,-0.022315420107815953,-0.11972284317016602,-0.20350348949432373,-0.04761930172321627,-0.2202734351158142,-0.17505568265914917,-0.057025916771863194,-0.20048260688781738,-0.13754791021347046,-0.04827726622102091,-0.16938960552215576,-0.13363361358642578,-0.04145033274767229,-0.128961980342865,-0.1399816870689392,-0.057580411331628056,-0.22818315029144287,-0.11383050680160522,-0.06834499900219271,-0.20533710718154907,-0.08092200756072998,-0.05565369863984415,-0.17498016357421875,-0.0802464485168457,-0.049473054604504796,-0.13571268320083618,-0.06864118576049805,-0.06430974219915697,-0.23603695631027222,-0.062074899673461914,-0.07489657019254992,-0.21454781293869019,-0.03274744749069214,-0.05957458158013651,-0.18226945400238037,-0.0272446870803833,-0.05174578343508074,-0.1400722861289978,0.001300215721130371,-0.06933477883217165,-0.22694921493530273,0.010196328163146973,-0.08203347389576265,-0.27540796995162964,0.026379287242889404,-0.08206929628727266,-0.31347382068634033,0.03463977575302124,-0.08278373991129229,CALL
0.0,0.0,0.0,-0.03083139657974243,-0.09978193044662476,0.005296613551536211,-0.08618247509002686,-0.20083189010620117,-0.0026200944596439513,-0.1261083483695984,-0.27987396717071533,-0.011188483800879112,-0.13957107067108154,-0.34694769978523254,-0.018783343959739796,-0.12109792232513428,-0.20636731386184692,-0.045238764960458866,-0.22117304801940918,-0.1755581498146057,-0.054063385356357685,-0.20039433240890503,-0.13873296976089478,-0.044285992164304844,-0.16957461833953857,-0.1361541748046875,-0.03660142980902492,-0.13011443614959717,-0.14266204833984375,-0.055847255516937366,-0.22940480709075928,-0.1160585880279541,-0.06732792221396267,-0.205876886844635,-0.08291339874267578,-0.054745087403944126,-0.17555272579193115,-0.08201372623443604,-0.04796605743854343,-0.13671159744262695,-0.07103341817855835,-0.06325684301941692,-0.2367381453514099,-0.06332653760910034,-0.07463061623661815,-0.2150302529335022,-0.03350090980529785,-0.059511793781211964,-0.18333804607391357,-0.02786540985107422,-0.051237383861234775,-0.14091533422470093,-0.00048023462295532227,-0.06889473461001216,-0.2291489839553833,0.008029162883758545,-0.08176795207350551,-0.2776612639427185,0.02493917942047119,-0.08159883879511654,-0.3161340653896332,0.0332568883895874,-0.08183865063278972,CALL
0.0,0.0,0.0,-0.03055727481842041,-0.09989845752716064,0.005193774475458213,-0.08648741245269775,-0.20041823387145996,-0.0028654088930011312,-0.1270444393157959,-0.27907639741897583,-0.011654634141621045,-0.13993501663208008,-0.34679320454597473,-0.01946545031040614,-0.12096989154815674,-0.20626145601272583,-0.04459497902661269,-0.22161465883255005,-0.1760263442993164,-0.054059466460046224,-0.2008938193321228,-0.13935619592666626,-0.04509604547291701,-0.16980576515197754,-0.13682222366333008,-0.03788744110732978,-0.1302846074104309,-0.1425268054008484,-0.05514357064038222,-0.22961372137069702,-0.11663192510604858,-0.06697436619668906,-0.20616191625595093,-0.08401167392730713,-0.05488013673692649,-0.17566168308258057,-0.08314526081085205,-0.04840367857485717,-0.13720083236694336,-0.07088249921798706,-0.06260413874059623,-0.2372947335243225,-0.06425595283508301,-0.07441939611106818,-0.2154092788696289,-0.034943342208862305,-0.059727301934060506,-0.18338024616241455,-0.029430031776428223,-0.05165675107508605,-0.14181536436080933,-0.0005997419357299805,-0.06830664921670859,-0.2294653058052063,0.008249402046203613,-0.08147483516603415,-0.277837336063385,0.02504444122314453,-0.08160571206479972,-0.31613001227378845,0.03340959548950195,-0.08201865304380362,CALL
0.0,0.0,0.0,-0.029786229133605957,-0.10040086507797241,0.004534910326412955,-0.08596724271774292,-0.2023324966430664,-0.0035455695953601207,-0.12712109088897705,-0.2815242111682892,-0.012026123809107503,-0.1402801275253296,-0.3495528995990753,-0.019520586463102063,-0.12106382846832275,-0.2061176896095276,-0.046194559069761,-0.22063344717025757,-0.17658787965774536,-0.054974110903629025,-0.19943994283676147,-0.14009779691696167,-0.04545910853374835,-0.16806036233901978,-0.13713014125823975,-0.03795397851098414,-0.13103091716766357,-0.14228129386901855,-0.056050485106595715,-0.2292485237121582,-0.11739873886108398,-0.06650089669454928,-0.20533382892608643,-0.08468049764633179,-0.053937146546729764,-0.17481696605682373,-0.08302003145217896,-0.04761057543981906,-0.13816720247268677,-0.07090193033218384,-0.06266787845123645,-0.23707908391952515,-0.06506896018981934,-0.07307290482748385,-0.21413224935531616,-0.03508269786834717,-0.05798502463329669,-0.1814526915550232,-0.0283660888671875,-0.05017378750670787,-0.14286965131759644,-0.0006475448608398438,-0.0676006917976224,-0.22936201095581055,0.006986796855926514,-0.07967231619585391,-0.2774235010147095,0.022678852081298828,-0.07944597500789996,-0.3155759572982788,0.030782878398895264,-0.07994967895973559,CALL
0.0,0.0,0.0,-0.030307888984680176,-0.10027909278869629,0.004429408390876688,-0.08695781230926514,-0.2020753026008606,-0.0038188646595358477,-0.1283058524131775,-0.2809990644454956,-0.012493296950253807,-0.1411781907081604,-0.34926852583885193,-0.02017535963574346,-0.12130075693130493,-0.205413818359375,-0.04603459821561273,-0.22068411111831665,-0.1764107346534729,-0.05462951721170839,-0.19986945390701294,-0.13929474353790283,-0.045072195544037186,-0.16832363605499268,-0.13556087017059326,-0.03757183389285501,-0.1310597062110901,-0.14129149913787842,-0.05581231923321184,-0.2295980453491211,-0.1162598729133606,-0.06603704155901369,-0.2064923644065857,-0.08356070518493652,-0.053347816183361374,-0.17615604400634766,-0.0817941427230835,-0.04696320132831033,-0.1381862759590149,-0.06997984647750854,-0.062389468266758286,-0.23786431550979614,-0.06459289789199829,-0.07251465083578523,-0.21601134538650513,-0.03495985269546509,-0.05743884430745538,-0.18362897634506226,-0.027983903884887695,-0.049638205631765686,-0.1430087685585022,-0.0002498626708984375,-0.06732243062475618,-0.2299128770828247,0.00817883014678955,-0.07931308211306032,-0.2784452438354492,0.023018479347229004,-0.07929306985357698,-0.31664901971817017,0.03008323907852173,-0.07994167269686159,CALL
0.0,0.0,0.0,-0.03020167350769043,-0.09960317611694336,0.003410603509507837,-0.08656328916549683,-0.20190870761871338,-0.005407549549602209,-0.12733995914459229,-0.2810233235359192,-0.014470361747555671,-0.1404469609260559,-0.34966588020324707,-0.022559133001379905,-0.12152892351150513,-0.20566421747207642,-0.04725701978128427,-0.22069114446640015,-0.17591214179992676,-0.056118028812818466,-0.2000666856765747,-0.13884097337722778,-0.046938269042186676,-0.16886180639266968,-0.13551092147827148,-0.039676732026748596,-0.1307971477508545,-0.14115417003631592,-0.0566856661967563,-0.2282853126525879,-0.11526644229888916,-0.06738899519365305,-0.2051430344581604,-0.08330559730529785,-0.05541146417778009,-0.1747090220451355,-0.08194875717163086,-0.0494723754159736,-0.1376972794532776,-0.06945407390594482,-0.0629180284373092,-0.23586487770080566,-0.06318080425262451,-0.07335378845851892,-0.21435832977294922,-0.0340229868888855,-0.0589291887513923,-0.18211603164672852,-0.027518749237060547,-0.0515122177235412,-0.14273887872695923,0.0006561875343322754,-0.06755109747570032,-0.22907614707946777,0.008983790874481201,-0.07936440279405588,-0.2778548002243042,0.02369213104248047,-0.07940486689727777,-0.31624266505241394,0.030729234218597412,-0.08011645694892877,CALL
0.0,0.0,0.0,-0.03032362461090088,-0.1000136137008667,0.00355571149231082,-0.08667683601379395,-0.20130062103271484,-0.005493994668711366,-0.12725484371185303,-0.2804349958896637,-0.014838287473310174,-0.14015907049179077,-0.348998099565506,-0.023160134308625402,-0.1210828423500061,-0.20562028884887695,-0.04754509111552352,-0.22038179636001587,-0.17543941736221313,-0.05687608649640197,-0.1996573805809021,-0.13862037658691406,-0.04750016783981437,-0.16839414834976196,-0.13545763492584229,-0.03998784800677413,-0.13080567121505737,-0.1409236192703247,-0.05721223434119338,-0.2291879653930664,-0.1155206561088562,-0.06849778150825614,-0.2054603099822998,-0.08298444747924805,-0.056013804726887884,-0.1748487949371338,-0.08190935850143433,-0.04952037041692847,-0.13797199726104736,-0.0690680742263794,-0.0637288883855831,-0.237515389919281,-0.06321179866790771,-0.07478296463995093,-0.21527248620986938,-0.03376370668411255,-0.05973903914599532,-0.18255573511123657,-0.02751082181930542,-0.05170770441799277,-0.14290398359298706,0.0012149810791015625,-0.0686311021974575,-0.22965091466903687,0.009689271450042725,-0.0811277896693241,-0.27814149856567383,0.024773120880126953,-0.08107894366293067,-0.3163432478904724,0.03186291456222534,-0.08155880575685615,CALL
